# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	6208	8679	+	WP_002321575.1	WP_002321575.1		DNA gyrase subunit A	gyrA	66453014	E6A31_RS00030	2472	823	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	8915	9214	+					rpsF	66453015	E6A31_RS00035	300		old_locus_tag=E6A31_00035
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	8915	9214	+	WP_002288366.1	WP_002288366.1		30S ribosomal protein S6	rpsF	66453015	E6A31_RS00035	300	99	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	9264	9776	+					ssb	66453016	E6A31_RS00040	513		old_locus_tag=E6A31_00040
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	9264	9776	+	WP_002288368.1	WP_002288368.1		single-stranded DNA-binding protein	ssb	66453016	E6A31_RS00040	513	170	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	9802	10038	+					rpsR	66453017	E6A31_RS00045	237		old_locus_tag=E6A31_00045
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	9802	10038	+	WP_002288370.1	WP_002288370.1		30S ribosomal protein S18	rpsR	66453017	E6A31_RS00045	237	78	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	10181	12154	+						66453018	E6A31_RS00050	1974		old_locus_tag=E6A31_00050
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	10181	12154	+	WP_002288371.1	WP_002288371.1		DHH family phosphoesterase		66453018	E6A31_RS00050	1974	657	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	12160	12612	+					rplI	66453019	E6A31_RS00055	453		old_locus_tag=E6A31_00055
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	12160	12612	+	WP_002288372.1	WP_002288372.1		50S ribosomal protein L9	rplI	66453019	E6A31_RS00055	453	150	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	12886	14253	+					dnaB	66453020	E6A31_RS00060	1368		old_locus_tag=E6A31_00060
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	12886	14253	+	WP_002288373.1	WP_002288373.1		replicative DNA helicase	dnaB	66453020	E6A31_RS00060	1368	455	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	15033	16325	+						66453021	E6A31_RS00065	1293		old_locus_tag=E6A31_00065
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	15033	16325	+	WP_002288375.1	WP_002288375.1		adenylosuccinate synthase		66453021	E6A31_RS00065	1293	430	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	17112	17975	+						66453022	E6A31_RS00070	864		old_locus_tag=E6A31_00070
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	17112	17975	+	WP_002288377.1	WP_002288377.1		DegV family protein		66453022	E6A31_RS00070	864	287	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	18104	19726	-						66453023	E6A31_RS00075	1623		old_locus_tag=E6A31_00075
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	18104	19726	-	WP_002288381.1	WP_002288381.1		ATP-binding cassette domain-containing protein		66453023	E6A31_RS00075	1623	540	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	19975	20496	+						66453024	E6A31_RS00080	522		old_locus_tag=E6A31_00080
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	19975	20496	+	WP_002309892.1	WP_002309892.1		DUF308 domain-containing protein		66453024	E6A31_RS00080	522	173	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	20682	22412	-					spxB	66453025	E6A31_RS00085	1731		old_locus_tag=E6A31_00085
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	20682	22412	-	WP_002288384.1	WP_002288384.1		pyruvate oxidase	spxB	66453025	E6A31_RS00085	1731	576	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	22577	23395	+						66453026	E6A31_RS00090	819		old_locus_tag=E6A31_00090
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	22577	23395	+	WP_002294342.1	WP_002294342.1		ZIP family metal transporter		66453026	E6A31_RS00090	819	272	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	23498	23695	-						66453027	E6A31_RS00095	198		old_locus_tag=E6A31_00095
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	23498	23695	-	WP_002294340.1	WP_002294340.1		hypothetical protein		66453027	E6A31_RS00095	198	65	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	23864	24442	+						66453028	E6A31_RS00100	579		old_locus_tag=E6A31_00100
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	23864	24442	+	WP_002288651.1	WP_002288651.1		TMEM175 family protein		66453028	E6A31_RS00100	579	192	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	24537	24674	+						66455855	E6A31_RS14285	138		
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	24537	24674	+	WP_002294338.1	WP_002294338.1		hypothetical protein		66455855	E6A31_RS14285	138	45	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	25487	25990	-						66453029	E6A31_RS00105	504		old_locus_tag=E6A31_00105
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	25487	25990	-	WP_002288650.1	WP_002288650.1		VanZ family protein		66453029	E6A31_RS00105	504	167	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	26349	27374	+						66453030	E6A31_RS00110	1026		old_locus_tag=E6A31_00110
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	26349	27374	+	WP_002288649.1	WP_002288649.1		FUSC family protein		66453030	E6A31_RS00110	1026	341	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	27697	28575	+						66453031	E6A31_RS00115	879		old_locus_tag=E6A31_00115
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	27697	28575	+	WP_002321472.1	WP_002321472.1		acyltransferase domain-containing protein		66453031	E6A31_RS00115	879	292	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	29051	29167	+						66453032	E6A31_RS00120	117		old_locus_tag=E6A31_00120
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	29051	29167	+	WP_002288644.1	WP_002288644.1		putative metal homeostasis protein		66453032	E6A31_RS00120	117	38	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	30095	30433	+						66453033	E6A31_RS00125	339		old_locus_tag=E6A31_00130
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	30095	30433	+	WP_002288643.1	WP_002288643.1		hypothetical protein		66453033	E6A31_RS00125	339	112	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	30527	30757	+						66453034	E6A31_RS00130	231		old_locus_tag=E6A31_00135
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	30527	30757	+	WP_002288642.1	WP_002288642.1		hypothetical protein		66453034	E6A31_RS00130	231	76	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	31157	31528	+						66453035	E6A31_RS00135	372		old_locus_tag=E6A31_00145
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	31157	31528	+	WP_002288640.1	WP_002288640.1		hypothetical protein		66453035	E6A31_RS00135	372	123	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	31802	32494	-						66453036	E6A31_RS00140	693		old_locus_tag=E6A31_00150
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	31802	32494	-	WP_002288638.1	WP_002288638.1		HAD family phosphatase		66453036	E6A31_RS00140	693	230	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	32497	33282	-						66453037	E6A31_RS00145	786		old_locus_tag=E6A31_00155
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	32497	33282	-	WP_002288637.1	WP_002288637.1		DeoR/GlpR family DNA-binding transcription regulator		66453037	E6A31_RS00145	786	261	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	33519	34919	+					lacG	66453038	E6A31_RS00150	1401		old_locus_tag=E6A31_00160
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	33519	34919	+	WP_002288636.1	WP_002288636.1		6-phospho-beta-galactosidase	lacG	66453038	E6A31_RS00150	1401	466	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	34944	35261	+						66453039	E6A31_RS00155	318		old_locus_tag=E6A31_00165
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	34944	35261	+	WP_002288635.1	WP_002288635.1		PTS lactose/cellobiose transporter subunit IIA		66453039	E6A31_RS00155	318	105	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	35274	36947	+						66453040	E6A31_RS00160	1674		old_locus_tag=E6A31_00170
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	35274	36947	+	WP_002288634.1	WP_002288634.1		PTS lactose transporter subunit IIBC		66453040	E6A31_RS00160	1674	557	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	36961	38592	+						66453041	E6A31_RS00165	1632		old_locus_tag=E6A31_00175
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	36961	38592	+	WP_002288633.1	WP_002288633.1		glycosyl hydrolase 53 family protein		66453041	E6A31_RS00165	1632	543	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	39175	40377	-						66453042	E6A31_RS00170	1203		old_locus_tag=E6A31_00180
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	39175	40377	-	WP_010729379.1	WP_010729379.1		site-specific integrase		66453042	E6A31_RS00170	1203	400	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	40380	40574	-						66453043	E6A31_RS00175	195		old_locus_tag=E6A31_00185
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	40380	40574	-	WP_002351139.1	WP_002351139.1		DUF3173 domain-containing protein		66453043	E6A31_RS00175	195	64	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	40621	41469	-						66453044	E6A31_RS00180	849		old_locus_tag=E6A31_00190
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	40621	41469	-	WP_010729378.1	WP_010729378.1		rep protein		66453044	E6A31_RS00180	849	282	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	41674	42024	-						66453045	E6A31_RS00185	351		old_locus_tag=E6A31_00195
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	41674	42024	-	WP_010729377.1	WP_010729377.1		hypothetical protein		66453045	E6A31_RS00185	351	116	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	42202	43065	+						70761980	E6A31_RS14420	864		
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	42202	43065	+	WP_010729376.1	WP_010729376.1		helix-turn-helix domain-containing protein		70761980	E6A31_RS14420	864	287	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	43689	44681	+						66453047	E6A31_RS00195	993		old_locus_tag=E6A31_00205
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	43689	44681	+	WP_005233042.1	WP_005233042.1		ABC transporter permease subunit		66453047	E6A31_RS00195	993	330	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	44697	45581	+						66453048	E6A31_RS00200	885		old_locus_tag=E6A31_00210
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	44697	45581	+	WP_005230433.1	WP_005230433.1		carbohydrate ABC transporter permease		66453048	E6A31_RS00200	885	294	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	45630	47237	+						66453049	E6A31_RS00205	1608		old_locus_tag=E6A31_00215
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	45630	47237	+	WP_010729375.1	WP_010729375.1		ABC transporter substrate-binding protein		66453049	E6A31_RS00205	1608	535	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	47238	48722	+						66453050	E6A31_RS00210	1485		old_locus_tag=E6A31_00220
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	47238	48722	+	WP_010729374.1	WP_010729374.1		glycoside hydrolase family 32 protein		66453050	E6A31_RS00210	1485	494	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	48899	49891	+						66453051	E6A31_RS00215	993		old_locus_tag=E6A31_00225
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	48899	49891	+	WP_010729373.1	WP_010729373.1		LacI family DNA-binding transcriptional regulator		66453051	E6A31_RS00215	993	330	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	49943	50812	+						66453052	E6A31_RS00220	870		old_locus_tag=E6A31_00230
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	49943	50812	+	WP_010729372.1	WP_010729372.1		ROK family protein		66453052	E6A31_RS00220	870	289	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	51232	52797	-					guaA	66453053	E6A31_RS00225	1566		old_locus_tag=E6A31_00235
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	51232	52797	-	WP_002288629.1	WP_002288629.1		glutamine-hydrolyzing GMP synthase	guaA	66453053	E6A31_RS00225	1566	521	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	52856	53779	-					coaA	66453054	E6A31_RS00230	924		old_locus_tag=E6A31_00240
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	52856	53779	-	WP_002288627.1	WP_002288627.1		type I pantothenate kinase	coaA	66453054	E6A31_RS00230	924	307	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	53975	54580	+						66453055	E6A31_RS00235	606		old_locus_tag=E6A31_00245
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	53975	54580	+	WP_002304012.1	WP_002304012.1		class I SAM-dependent methyltransferase		66453055	E6A31_RS00235	606	201	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	54888	55904	+						66453056	E6A31_RS00240	1017		old_locus_tag=E6A31_00250
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	54888	55904	+	WP_002294322.1	WP_002294322.1		substrate-binding domain-containing protein		66453056	E6A31_RS00240	1017	338	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	56045	57346	+						66453057	E6A31_RS00245	1302		old_locus_tag=E6A31_00255
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	56045	57346	+	WP_002289207.1	WP_002289207.1		pyrimidine-nucleoside phosphorylase		66453057	E6A31_RS00245	1302	433	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	57392	58054	+					deoC	66453058	E6A31_RS00250	663		old_locus_tag=E6A31_00260
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	57392	58054	+	WP_002289206.1	WP_002289206.1		deoxyribose-phosphate aldolase	deoC	66453058	E6A31_RS00250	663	220	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	58075	58473	+						66453059	E6A31_RS00255	399		old_locus_tag=E6A31_00265
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	58075	58473	+	WP_002289205.1	WP_002289205.1		cytidine deaminase		66453059	E6A31_RS00255	399	132	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	58539	59621	+						66453060	E6A31_RS00260	1083		old_locus_tag=E6A31_00270
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	58539	59621	+	WP_002289203.1	WP_002289203.1		BMP family ABC transporter substrate-binding protein		66453060	E6A31_RS00260	1083	360	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	59833	61395	+						66453061	E6A31_RS00265	1563		old_locus_tag=E6A31_00275
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	59833	61395	+	WP_002289202.1	WP_002289202.1		ABC transporter ATP-binding protein		66453061	E6A31_RS00265	1563	520	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	61388	62521	+						66453062	E6A31_RS00270	1134		old_locus_tag=E6A31_00280
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	61388	62521	+	WP_002289201.1	WP_002289201.1		ABC transporter permease		66453062	E6A31_RS00270	1134	377	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	62521	63477	+						66453063	E6A31_RS00275	957		old_locus_tag=E6A31_00285
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	62521	63477	+	WP_002289200.1	WP_002289200.1		ABC transporter permease		66453063	E6A31_RS00275	957	318	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	63576	64742	+					deoB	66453064	E6A31_RS00280	1167		old_locus_tag=E6A31_00290
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	63576	64742	+	WP_002289199.1	WP_002289199.1		phosphopentomutase	deoB	66453064	E6A31_RS00280	1167	388	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	64766	65584	+						66453065	E6A31_RS00285	819		old_locus_tag=E6A31_00295
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	64766	65584	+	WP_002289198.1	WP_002289198.1		purine-nucleoside phosphorylase		66453065	E6A31_RS00285	819	272	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	65601	66308	+					deoD	66453066	E6A31_RS00290	708		old_locus_tag=E6A31_00300
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	65601	66308	+	WP_002289197.1	WP_002289197.1		purine-nucleoside phosphorylase	deoD	66453066	E6A31_RS00290	708	235	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	66606	67292	-					gpmA	66453067	E6A31_RS00295	687		old_locus_tag=E6A31_00310
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	66606	67292	-	WP_002294321.1	WP_002294321.1		2,3-diphosphoglycerate-dependent phosphoglycerate mutase	gpmA	66453067	E6A31_RS00295	687	228	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	67464	68045	-						66453068	E6A31_RS00300	582		old_locus_tag=E6A31_00315
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	67464	68045	-	WP_002294320.1	WP_002294320.1		recombinase family protein		66453068	E6A31_RS00300	582	193	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	68178	68861	-					rpiA	66453069	E6A31_RS00305	684		old_locus_tag=E6A31_00320
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	68178	68861	-	WP_002296865.1	WP_002296865.1		ribose-5-phosphate isomerase RpiA	rpiA	66453069	E6A31_RS00305	684	227	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	69180	69593	+					rpsL	66453070	E6A31_RS00310	414		old_locus_tag=E6A31_00325
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	69180	69593	+	WP_002294318.1	WP_002294318.1		30S ribosomal protein S12	rpsL	66453070	E6A31_RS00310	414	137	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	69677	70147	+					rpsG	66453071	E6A31_RS00315	471		old_locus_tag=E6A31_00330
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	69677	70147	+	WP_002290440.1	WP_002290440.1		30S ribosomal protein S7	rpsG	66453071	E6A31_RS00315	471	156	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	70241	72328	+					fusA	66453072	E6A31_RS00320	2088		old_locus_tag=E6A31_00335
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	70241	72328	+	WP_002294317.1	WP_002294317.1		elongation factor G	fusA	66453072	E6A31_RS00320	2088	695	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	72500	73687	+					tuf	66453073	E6A31_RS00325	1188		old_locus_tag=E6A31_00340
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	72500	73687	+	WP_002290442.1	WP_002290442.1		elongation factor Tu	tuf	66453073	E6A31_RS00325	1188	395	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	74094	74402	+					rpsJ	66453074	E6A31_RS00330	309		old_locus_tag=E6A31_00345
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	74094	74402	+	WP_002290443.1	WP_002290443.1		30S ribosomal protein S10	rpsJ	66453074	E6A31_RS00330	309	102	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	74433	75062	+					rplC	66453075	E6A31_RS00335	630		old_locus_tag=E6A31_00350
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	74433	75062	+	WP_002290445.1	WP_002290445.1		50S ribosomal protein L3	rplC	66453075	E6A31_RS00335	630	209	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	75090	75713	+					rplD	66453076	E6A31_RS00340	624		old_locus_tag=E6A31_00355
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	75090	75713	+	WP_002290446.1	WP_002290446.1		50S ribosomal protein L4	rplD	66453076	E6A31_RS00340	624	207	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	75713	76003	+					rplW	66453077	E6A31_RS00345	291		old_locus_tag=E6A31_00360
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	75713	76003	+	WP_002290449.1	WP_002290449.1		50S ribosomal protein L23	rplW	66453077	E6A31_RS00345	291	96	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	76042	76875	+					rplB	66453078	E6A31_RS00350	834		old_locus_tag=E6A31_00365
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	76042	76875	+	WP_002290451.1	WP_002290451.1		50S ribosomal protein L2	rplB	66453078	E6A31_RS00350	834	277	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	76918	77196	+					rpsS	66453079	E6A31_RS00355	279		old_locus_tag=E6A31_00370
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	76918	77196	+	WP_002288655.1	WP_002288655.1		30S ribosomal protein S19	rpsS	66453079	E6A31_RS00355	279	92	
gene	protein_coding	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	77219	77566	+					rplV	66453080	E6A31_RS00360	348		old_locus_tag=E6A31_00375
CDS	with_protein	GCF_009734005.1	Primary Assembly	chromosome		NZ_CP038996.1	77219	77566	+	WP_002288657.1	WP_002288657.1		50S ribosomal protein L22	rplV	66453080	E6A31_RS00360	348	115	
